"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"2000","07082000","Beans, fresh or chilled","United Germany","","","302530.0","731062.0","88966.21"
"2000","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","India","","","45000.0","716136.0","87149.79"
"2000","14049000","Vegetable products, nes","Australia","","","2145.0","707169.24","86058.59"
"2000","87059090","--- special purpose motor vehi.(excl. Public or goods type vehicles), ne","Djibouti","7.0","No.","25900.0","697382.0","84867.54"
"2000","09011100","Coffee, not roasted or decaffeinated","Hong Kong","","","36000.0","692608.0","84286.57"
"2000","12102000","Hop cones, ground, powdered or in pellets; lupulin","Israel","","","32519.0","673981.0","82019.76"
"2000","07133200","Dried adzuki beans, shelled","Egypt","","","99800.0","621683.0","75655.39"
"2000","01041000","Live sheep","Djibouti","2500.0","No.","67000.0","619260.0","75360.52"
"2000","10082000","Millet","Israel","","","156132.0","610001.0","74233.75"
"2000","52082900","Bleached woven cotton fabrics, nes, with >=85% cotton","United Germany","","","29892.0","605274.0","73658.5"
"2000","09011100","Coffee, not roasted or decaffeinated","United Arab Emirates","","","41000.0","600445.0","73070.84"
"2000","10059000","Maize (excl. Seed)","Djibouti","","","334775.0","580727.0","70671.27"
"2000","09011100","Coffee, not roasted or decaffeinated","Cyprus","","","36000.0","579311.0","70498.95"
"2000","07134000","Dried lentils, shelled","Djibouti","","","124670.0","562665.0","68473.22"
"2000","09093000","Seeds of cumin","Algeria","","","44943.0","553471.0","67354.36"
"2000","12079900","Other oil seeds and oleaginous fruits, nes","Israel","","","124172.0","543073.0","66088.98"
"2000","64051000","Footwear, nes, with leather or composition leather uppers","Italy","12886.0","Pair","7241.0","542984.0","66078.15"
"2000","12101000","Hop cones (excl. Ground, powdered or pellets), fresh or dried","Israel","","","40200.0","537430.0","65402.26"
"2000","12074000","Sesamum seeds","United States","","","89720.0","536269.0","65260.97"
"2000","07133300","Dried kidney beans, incl. White pea beans, shelled","Sudan","","","225000.0","529807.0","64474.58"
"2000","33012900","Essential oils (incl. Concretes and absolutes), nes","Spain","","","2000.0","524155.0","63786.77"
"2000","41090000","Patent leather and patent laminated leather; metallized leather","Malaysia","","","8539.0","520413.0","63331.39"
"2000","84371000","Machines for cleaning/sorting/grading seed, grain or dried vegetables","Sudan","9.0","No.","3529.0","515167.0","62692.98"
"2000","41090000","Patent leather and patent laminated leather; metallized leather","India","","","5970.0","514499.0","62611.69"
"2000","41031000","Hides and skins of goats or kids, fresh or preserved, not tanned","Netherlands","","","6164.0","512786.0","62403.22"
"2000","12079900","Other oil seeds and oleaginous fruits, nes","Yemen","","","70180.0","500882.0","60954.57"
"2000","06031000","Fresh cut flowers and buds","Netherlands","","","45187.0","499272.0","60758.64"
"2000","15219090","--- other beeswax , insect waxes","Netherlands","","","18000.0","488114.0","59400.78"
"2000","09093000","Seeds of cumin","United Germany","","","45000.0","484475.0","58957.93"
"2000","07032000","Garlic, fresh or chilled","Djibouti","","","200999.0","452880.0","55112.99"
"2000","41031000","Hides and skins of goats or kids, fresh or preserved, not tanned","Indonesia","","","38852.0","447655.0","54477.14"
"2000","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","United States","","","17235.0","441465.0","53723.85"
"2000","11029000","Other cereal flour, nes","Israel","","","36748.0","436937.0","53172.82"
"2000","12074000","Sesamum seeds","France","","","72000.0","427820.0","52063.33"
"2000","07132000","Dried chickpeas, shelled","Israel","","","88665.0","420439.0","51165.1"
"2000","01029000","Live bovine animals, other than pure-bred breeding","Djibouti","198.0","No.","74122.0","414440.0","50435.06"
"2000","30023000","Vaccines for veterinary medicine","Jordan","","","1422.0","406117.0","49422.19"
"2000","09041200","Pepper, crushed or ground","United States","","","11042.0","399960.0","48672.92"
"2000","25151200","Marble and travertine merely cut into a square or rectangular shape","Portugal","","","130260.0","398995.0","48555.49"
"2000","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Korea, Republic Of","","","7056.0","398544.0","48500.6"
"2000","78020000","Lead waste and scrap","Belgium","","","47000.0","389215.0","47365.31"
"2000","12101000","Hop cones (excl. Ground, powdered or pellets), fresh or dried","United Arab Emirates","","","36757.0","382893.0","46595.96"
"2000","12074000","Sesamum seeds","Greece","","","51000.0","382090.0","46498.24"
"2000","22011000","Mineral waters and aerated waters, unsweetened","Saudi Arabia","45810.0","Lit.","124620.0","374935.0","45627.52"
"2000","12022000","Shelled ground-nuts, not roasted or otherwise cooked","Djibouti","","","30146.0","359170.0","43709.0"
"2000","08053000","Lemons and limes, fresh or dried","Djibouti","","","248057.0","358560.0","43634.77"
"2000","12079900","Other oil seeds and oleaginous fruits, nes","Spain","","","70428.0","354267.0","43112.34"
"2000","07133300","Dried kidney beans, incl. White pea beans, shelled","Italy","","","67853.0","350462.0","42649.29"
"2000","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","France","","","29580.0","347560.0","42296.13"
"2000","74040000","Copper waste and scrap","Belgium","","","32000.0","332290.0","40437.86"
"2000","09093000","Seeds of cumin","Israel","","","13500.0","330944.0","40274.06"
"2000","19059090","--- other bread ,rice paper ,cakes ,etc ,nes","United Arab Emirates","","","43737.0","321552.0","39131.1"
"2000","07135000","Dried broad beans and horse beans, shelled","Sudan","","","103900.0","320606.0","39015.98"
"2000","12050000","Rape or colza seeds","Saudi Arabia","","","59314.0","302745.0","36842.39"
"2000","12074000","Sesamum seeds","Great Britain","","","53892.0","293895.0","35765.4"
"2000","74040000","Copper waste and scrap","United Arab Emirates","","","31000.0","292084.0","35545.01"
"2000","22030000","Beer made from malt","Djibouti","126803.0","Lit.","42776.0","283754.0","34531.29"
"2000","07133300","Dried kidney beans, incl. White pea beans, shelled","United States","","","99800.0","280087.0","34085.04"
"2000","52051500","Uncombed single cotton yarn, with >=85% cotton, nprs, >80mn","France","","","12541.0","279348.0","33995.11"
"2000","07070000","Cucumbers and gherkins, fresh or chilled","Djibouti","","","241849.0","278985.0","33950.93"
"2000","09011100","Coffee, not roasted or decaffeinated","China","","","18000.0","278981.0","33950.45"
