"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)","Total tax (ETB)","Total tax (USD)"
"2015","01","3052 505","64059000","-Other","United States","76035.0","2UN","60018.0","39191.0","15467278.99","744263.256183235","0.0","0.0"
"2015","01","1000 100","07139000","Dried leguminous vegetables, shelled, nes","India","","","619236.0","618000.0","15036788.44","723548.669040516","0.0","0.0"
"2015","01","3052 505","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","China","","","16750.5","16469.6","14766426.69","710539.249831585","0.0","0.0"
"2015","01","1000 100","58022000","Terry towelling and similar woven terry fabrics, of other textiles","Netherlands","708859.0","M","115823.0","101526.0","14657350.4","705290.655374844","0.0","0.0"
"2015","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Belgium","","","921988.8","920000.0","14183005.23","682465.846886729","0.0","0.0"
"2015","01","1071 100","01041000","LIVE SHEEP","Saudi Arabia","9400.0","UN","263000.0","263000.0","14134176.64","680116.285246848","0.0","0.0"
"2015","01","1000 100","09109900","Other spices, nes","Sudan","","","239815.0","239170.0","13797173.63","663900.184294101","0.0","0.0"
"2015","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","China","","","19002.6","18468.4","13289974.41","639494.486093735","0.0","0.0"
"2015","01","1000 100","09041100","Dried pepper (excl. crushed or ground)","Sudan","","","256314.0","254220.0","12972595.69","624222.677798095","0.0","0.0"
"2015","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","India","","","367.08","333.84","12222092.35","588109.534693485","0.0","0.0"
"2015","01","1071 100","06031100","--Roses","Saudi Arabia","","","174802.15","153820.34","12140802.54","584197.985756905","0.0","0.0"
"2015","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","South Africa","","","719445.6","718000.0","12115598.13","582985.185737658","0.0","0.0"
"2015","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Japan","","","155520.0","153600.0","11431330.14","550059.192570494","0.0","0.0"
"2015","01","1000 100","12019000","-OTHER","Indonesia","","","1092180.0","1090000.0","11024019.66","530459.997112886","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Finland","","","97200.0","96000.0","10756032.57","517564.843133481","0.0","0.0"
"2015","01","1071 100","01022910","---OX","Djibouti","875.0","UN","280000.0","280000.0","10665036.84","513186.259262824","0.0","0.0"
"2015","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Hong Kong","","","16056.85","15493.26","10647784.95","512356.123087287","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of","","","115495.0","114000.0","10624063.58","511214.684823405","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Sudan","","","155447.5","153960.0","10084269.37","485240.562506015","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","France","","","114242.0","112800.0","10080239.01","485046.627369839","0.0","0.0"
"2015","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Thailand","","","7915.0","7613.5","10038392.01","483033.009816187","0.0","0.0"
"2015","01","1071 100","12074090","--OTHER","Israel","","","285700.0","285000.0","9968756.21","479682.235107304","0.0","0.0"
"2015","01","1071 100","06031100","--Roses","Norway","","","142957.0","125802.16","9832813.86","473140.884419209","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","Greece","","","285695.0","285000.0","9803228.86","471717.296699066","0.0","0.0"
"2015","01","1000 100","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","China","","","178323.69","176000.0","9477900.54","456062.965065922","0.0","0.0"
"2015","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Turkey","","","596286.0","595000.0","9202960.69","442833.254258493","0.0","0.0"
"2015","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","United States","","","743.73","704.33","9119720.72","438827.866422866","0.0","0.0"
"2015","01","1000 100","25232100","--White cement,whether or not artificially coloured","Kenya","","","4800240.0","4800000.0","9103792.6","438061.428158984","0.0","0.0"
"2015","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Belgium","10210800.0","UN","22861.0","20765.0","8887228.18","427640.659224329","0.0","0.0"
"2015","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Canada","5353700.0","UN","27512.0","16476.0","8879985.98","427292.174959099","0.0","0.0"
"2015","01","1071 100","12019000","-OTHER","Viet Nam","","","881760.0","880000.0","8746959.67","420891.139928785","0.0","0.0"
"2015","01","1000 100","12019000","-OTHER","India","","","881760.0","880000.0","8728504.51","420003.104128573","0.0","0.0"
"2015","01","1000 100","12011000","-SEED","Viet Nam","","","837672.0","836000.0","8516569.61","409805.101048985","0.0","0.0"
"2015","01","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Netherlands","9966364.0","UN","45415.0","40367.0","8153123.63","392316.602348186","0.0","0.0"
"2015","01","1000 101","63041900","Bedspreads (excl. knitted or crocheted)","Italy","208130.0","M2","86446.0","84173.5","7895010.61","379896.574439419","0.0","0.0"
"2015","01","1000 100","12072900","-OTHER","Turkey","","","190380.0","190000.0","7522409.7","361967.553652199","0.0","0.0"
"2015","01","1000 100","62072100","MEN'S OR BOYS' NIGHTSHIRTS AND PYJAMAS OF COTTON","Germany","29682.0","UN","25036.0","22997.0","7405929.27","356362.682609951","0.0","0.0"
"2015","01","3052 505","61091000","T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED","Germany","93150.0","UN","37225.0","35012.0","7332174.4","352813.704167068","0.0","0.0"
"2015","01","3052 505","42032900","PROTECTIVE GLOVES, MITTENS AND MITTS FOR TRADES, NES, OF LEATHER","United States","107136.0","2UN","20312.0","19568.0","7300181.18","351274.236358387","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","Korea, Republic of","","","180540.0","180000.0","7137971.1","343468.920219421","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","Hong Kong","","","190380.0","190000.0","6982339.26","335980.139543836","0.0","0.0"
"2015","01","1000 505","41131000","LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..","Italy","","","19010.0","18414.0","6980538.3","335893.479934559","0.0","0.0"
"2015","01","1000 100","07132000","Dried chickpeas, shelled","Pakistan","","","745488.0","744000.0","6918747.0","332920.171302088","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","United States","","","208538.4","208000.0","6898031.79","331923.385140987","0.0","0.0"
"2015","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","France","4642100.0","UN","27087.0","18058.0","6650097.45","319993.140698682","0.0","0.0"
"2015","01","1000 100","07135000","Dried broad beans and horse beans, shelled","Sudan","","","672840.0","670300.0","6518870.65","313678.695505726","0.0","0.0"
"2015","01","3052 505","61109000","JERSEYS, PULLOVERS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED","Germany","28826.0","UN","31371.0","29711.0","6425032.03","309163.315850255","0.0","0.0"
"2015","01","1000 100","41131000","LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..","China","","","18353.99","17898.14","6297851.9","303043.590607256","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","Singapore","","","190380.0","190000.0","6240132.28","300266.205370032","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","Saudi Arabia","","","190469.3","190050.0","6214371.42","299026.629775767","0.0","0.0"
"2015","01","1000 100","64051000","FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS","Kenya","59040.0","2UN","41750.0","40100.0","6211557.0","298891.203926475","0.0","0.0"
"2015","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Germany","","","77760.0","76800.0","6199933.92","298331.918005967","0.0","0.0"
"2015","01","3052 505","33059000","Preparations for use on the hair, nes","Sudan","354696.0","LTR","120720.0","104975.0","6135714.58","295241.775575017","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","Japan","","","152349.6","152000.0","6059829.41","291590.290154942","0.0","0.0"
"2015","01","1000 100","19059020","---Fresh Injera","United States","","","145998.0","134122.0","6058423.08","291522.619574632","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","United Kingdom","","","59400.0","59160.0","6002154.19","288815.041381965","0.0","0.0"
"2015","01","1071 100","07082000","Beans, fresh or chilled","Netherlands","","","361333.0","301256.4","5745229.19","276452.17928977","0.0","0.0"
"2015","01","3052 505","61102000","JERSEYS, PULLOVERS, ETC, OF COTTON, KNITTED OR CROCHETED","Germany","74466.0","UN","26775.0","24990.0","5684284.72","273519.618900972","0.0","0.0"
"2015","01","1071 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Netherlands","","","414828.0","414000.0","5680703.06","273347.274564527","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Netherlands","","","38896.0","38400.0","5636195.61","271205.639976903","0.0","0.0"
"2015","01","1000 100","61061000","WOMEN'S OR GIRLS' BLOUSES, ETC, OF COTTON, KNITTED OR CROCHETED","Germany","54972.0","UN","22052.0","20401.0","5509123.86","265091.129823886","0.0","0.0"
"2015","01","1000 100","25232900","--other","Somalia","","","3471073.0","3464000.0","5507427.31","265009.494273891","0.0","0.0"
"2015","01","3052 505","60052200","WARP KNIT FABRICS OF COTTON DYED","Turkey","44150.0","M","44896.0","44150.8","5470632.54","263238.982773554","0.0","0.0"
"2015","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Philippines","","","5892.0","5661.0","5263311.85","253263.008853816","0.0","0.0"
"2015","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Spain","","","330679.2","330000.0","5143736.54","247509.216629776","0.0","0.0"
