"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"1998","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Greece","","","19525.0","124702.0","17524.66"
"1998","13012000","Natural gum arabic","United Germany","","","14580.0","124313.0","17470.0"
"1998","01042000","Live goats","United Arab Emirates","1200.0","No.","18000.0","124038.0","17431.35"
"1998","12079900","Other oil seeds and oleaginous fruits, nes","Belgium","","","33320.0","123773.0","17394.11"
"1998","41090000","Patent leather and patent laminated leather; metallized leather","Sweden","","","381.0","118280.0","16622.16"
"1998","07131000","Dried peas, shelled","Djibouti","","","41200.0","117877.0","16565.53"
"1998","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","United Arab Emirates","","","530.0","114955.0","16154.89"
"1998","17049000","Sugar confectionery (incl. White chocolate), not containing cocoa, nes","Djibouti","","","1905.0","114322.0","16065.94"
"1998","07135000","Dried broad beans and horse beans, shelled","Djibouti","","","37900.0","113526.0","15954.07"
"1998","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","Netherlands","","","15000.0","108135.0","15196.46"
"1998","64032000","Sandles, with leather soles and straps (over instep, around big toe)","Nigeria","1795.0","Pair","1433.0","97655.0","13723.69"
"1998","14049000","Vegetable products, nes","Australia","","","353.0","96828.68","13607.56"
"1998","97050000","Collections and collector's pieces of zoological... Interest","United States","","","5195.0","96662.0","13584.14"
"1998","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","Australia","","","15000.0","96383.0","13544.93"
"1998","10019000","Spelt, common wheat and meslin","Israel","","","20000.0","95753.0","13456.39"
"1998","01042000","Live goats","Djibouti","44.0","No.","17290.0","94052.0","13217.35"
"1998","05069000","Bones and horn-cores (excl. Ossein...)","Japan","","","60000.0","93548.0","13146.52"
"1998","69071000","Unglazed ceramic tiles, cubes and similar articles, for mosaics","Italy","487.0","Mt.sq.","36337.0","92293.0","12970.15"
"1998","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Australia","","","356.0","91151.0","12809.66"
"1998","03021900","Fresh or chilled salmonidae (excl. 0302.11 and 0302.12)","Saudi Arabia","","","6500.0","90468.0","12713.68"
"1998","08072000","Papaws (papayas), fresh","Djibouti","","","66224.0","89567.0","12587.06"
"1998","41031000","Hides and skins of goats or kids, fresh or preserved, not tanned","Great Britain","","","1345.0","87109.0","12241.63"
"1998","01041000","Live sheep","Djibouti","500.0","No.","13500.0","84444.0","11867.11"
"1998","11029000","Other cereal flour, nes","United States","","","15400.0","83420.0","11723.21"
"1998","05111000","Bovine semen","South Africa","","","13.0","81082.0","11394.64"
"1998","09041100","Dried pepper (excl. Crushed or ground)","United States","","","3200.0","75875.0","10662.89"
"1998","12079900","Other oil seeds and oleaginous fruits, nes","Greece","","","16949.0","75317.0","10584.47"
"1998","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","Union Of Soviet Socialist Rep.","","","5000.0","72681.0","10214.03"
"1998","12074000","Sesamum seeds","United Arab Emirates","","","16830.0","70778.0","9946.6"
"1998","01042000","Live goats","Saudi Arabia","402.0","No.","12060.0","69177.0","9721.61"
"1998","07134000","Dried lentils, shelled","Djibouti","","","19250.0","68913.0","9684.5"
"1998","07133300","Dried kidney beans, incl. White pea beans, shelled","Japan","","","17000.0","68536.0","9631.52"
"1998","07132000","Dried chickpeas, shelled","Yemen","","","19800.0","67517.0","9488.32"
"1998","07133200","Dried adzuki beans, shelled","Israel","","","20000.0","65180.0","9159.9"
"1998","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","Denmark","","","508.0","63376.0","8906.38"
"1998","05100090","--- ambergris ,castoreum,civet and musk;cantharides ;etc","Japan","","","20.0","62735.0","8816.3"
"1998","09083000","Cardamoms","Djibouti","","","2970.0","60346.0","8480.56"
"1998","70200000","Other articles of glass, nes","Djibouti","","","2900.0","60008.0","8433.06"
"1998","09083000","Cardamoms","Saudi Arabia","","","3000.0","59610.0","8377.13"
"1998","07133300","Dried kidney beans, incl. White pea beans, shelled","Saudi Arabia","","","20000.0","59263.0","8328.37"
"1998","12119000","Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes","Israel","","","3380.0","56674.0","7964.53"
"1998","57019000","Carpets and other textile floor coverings, of other textiles, knotted","Great Britain","3.0","Mt.sq.","54.0","50568.0","7106.44"
"1998","14049000","Vegetable products, nes","Saudi Arabia","","","5973.0","49938.0","7017.9"
"1998","02022000","Frozen unboned bovine meat (excl. Carcasses)","United Arab Emirates","","","4650.0","49533.0","6960.99"
"1998","41090000","Patent leather and patent laminated leather; metallized leather","United Arab Emirates","","","365.0","48668.0","6839.43"
"1998","69120000","Ceramic tableware... Other household articles (excl. Porcelain or china)","Israel","","","6432.0","48353.0","6795.16"
"1998","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","United States","","","2200.0","46325.0","6510.16"
"1998","05111000","Bovine semen","Spain","","","28.0","46226.0","6496.25"
"1998","97050000","Collections and collector's pieces of zoological... Interest","France","","","7890.0","44577.0","6264.51"
"1998","87164000","Trailers and semi-trailers, nes","Djibouti","3.0","No.","6000.0","44106.0","6198.32"
"1998","05069000","Bones and horn-cores (excl. Ossein...)","China","","","8985.0","44076.0","6194.1"
"1998","09041200","Pepper, crushed or ground","Israel","","","1500.0","43542.0","6119.06"
"1998","78020000","Lead waste and scrap","United Arab Emirates","","","15000.0","43350.0","6092.08"
"1998","01042000","Live goats","United Germany","250.0","No.","7500.0","43025.0","6046.4"
"1998","12102000","Hop cones, ground, powdered or in pellets; lupulin","United States","","","800.0","42114.0","5918.38"
"1998","12079900","Other oil seeds and oleaginous fruits, nes","Djibouti","","","8000.0","41718.0","5862.73"
