"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"2006","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Swaziland","","","234000.0","4662967.65","530805.57"
"2006","09041100","Dried pepper (excl. crushed or ground)","Germany","","","20000.0","4628423.76","526873.29"
"2006","41069100","OTHER TANNED/CRUST OF HIDES/SKINS IN THE WET STATE (WET-BLUE)","China","","","229543.0","4500789.37","512344.12"
"2006","52030000","Cotton, carded or combed","Saudi Arabia","","","469419.0","4367264.57","497144.42"
"2006","01061900","OTHER MAMMALS OTHER THANS THOSE OF 0106.1100 AND 0106.1200","Egypt","1130.0","No.","565000.0","4326082.0","492456.43"
"2006","07049000","White and red cabbages, kohlrabi, kale...etc, fresh or chilled","Netherlands","","","241907.0","4323987.95","492218.06"
"2006","07133300","Dried kidney beans, incl. white pea beans, shelled","United States","","","1168964.0","4267247.78","485759.08"
"2006","15219090","--- OTHER BEESWAX , INSECT WAXES","Japan","","","102175.0","4214480.49","479752.35"
"2006","19059090","--- OTHER BREAD ,RICE PAPER ,CAKES ,ETC ,NES","United Arab Emirates","","","349337.7","4197494.28","477818.74"
"2006","01061900","OTHER MAMMALS OTHER THANS THOSE OF 0106.1100 AND 0106.1200","Yemen","1512.0","No.","657150.0","4192358.07","477234.06"
"2006","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Germany","","","264875.0","4183121.31","476182.6"
"2006","63039100","Curtains and interior blinds; curtain or bed valances of cotton","United States","","","129376.0","4157824.79","473302.99"
"2006","07082000","Beans, fresh or chilled","Netherlands","","","1430285.5","4155982.69","473093.3"
"2006","09101000","Ginger","Saudi Arabia","","","511889.5","4043053.99","460238.14"
"2006","09101000","Ginger","Kenya","","","677263.0","4030787.22","458841.76"
"2006","52121400","Coloured woven fabrics of cotton, =<200g/m2, nes","Italy","","","127891.04","4029386.84","458682.35"
"2006","76020000","Aluminium waste and scrap","India","","","332768.0","3998391.32","455154.0"
"2006","12073000","Castor oil seeds","Thailand","","","1280000.0","3992619.22","454496.93"
"2006","52030000","Cotton, carded or combed","Germany","","","343385.07","3978922.72","452937.8"
"2006","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of","","","176400.0","3957396.57","450487.39"
"2006","14042000","Cotton linters","China","","","454641.0","3867107.88","440209.44"
"2006","41041100","TANNED/CRUST HIDES&SKINS OF BOVINE..IN THE WET STATE...FULL GRAINS,UNSPLIT","India","","","314630.0","3835284.22","436586.82"
"2006","12074000","Sesamum seeds","United Kingdom","","","580000.0","3825479.56","435470.71"
"2006","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","Turkey","","","42237.0","3815763.9","434364.74"
"2006","07133900","Dried beans, shelled, nes","Yemen","","","796340.0","3740642.64","425813.36"
"2006","12059000","RAPE OR COLZA SEEDS, (EXCL LOW ERUCIC ACID RAPE OR COLZA );NES","China","","","571140.0","3662908.0","416964.5"
"2006","52030000","Cotton, carded or combed","Italy","","","257544.89","3644429.95","414861.06"
"2006","12074000","Sesamum seeds","Algeria","","","531373.0","3634593.95","413741.39"
"2006","06021000","UNROOTED CUTTINGS AND SLIPS","France","5632200.0","No.","26198.6","3634438.45","413723.68"
"2006","09041200","Pepper, crushed or ground","Germany","","","17340.0","3617656.41","411813.31"
"2006","63039100","Curtains and interior blinds; curtain or bed valances of cotton","United Kingdom","","","110372.81","3605577.81","410438.35"
"2006","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Romania","","","198000.0","3490324.2","397318.54"
"2006","08030000","Bananas, including plantains, fresh or dried","Djibouti","","","2087328.0","3483544.21","396546.75"
"2006","07133300","Dried kidney beans, incl. white pea beans, shelled","Algeria","","","810916.0","3455617.82","393367.77"
"2006","06012000","BULBS, TUBERS... RHIZOMES IN GROWTH OR FLOWER; CHICORY PLANTS AND ROOTS","Netherlands","6283901.0","No.","140291.45","3429208.06","390361.43"
"2006","41022100","Pickled skins of sheep or lambs, without wool, not tanned","United Kingdom","","","14383.0","3414749.72","388715.58"
"2006","06021000","UNROOTED CUTTINGS AND SLIPS","Italy","7279731.0","No.","24863.2","3381963.22","384983.35"
"2006","07133300","Dried kidney beans, incl. white pea beans, shelled","Turkey","","","944000.0","3376934.88","384410.95"
"2006","41139000","OTHER LEATHER PREPARED AFTER TANNING OR CRUSTING...NES","China","","","5731.0","3372140.82","383865.22"
"2006","10089000","Other cereal, nes","Yemen","","","911700.0","3311340.2","376944.03"
"2006","41019000","OTHER, RAW HIDES ,INCLUDING BUTTS,BENDS AND BELLIES","India","","","347154.0","3295821.5","375177.47"
"2006","41022900","Skins of sheep or lambs, without wool, not pickled, not tanned","United Kingdom","","","16422.0","3288746.68","374372.11"
"2006","63041900","Bedspreads (excl. knitted or crocheted)","Sweden","","","96775.0","3213462.79","365802.22"
"2006","12079900","Other oil seeds and oleaginous fruits, nes","United Kingdom","","","833366.0","3212344.47","365674.92"
"2006","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Niger","","","180000.0","3203483.25","364666.21"
"2006","08045000","Guavas, mangoes and mangosteens, fresh or dried","Djibouti","","","1449746.0","3191902.91","363347.97"
"2006","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Thailand","","","38249.5","3138101.55","357223.53"
"2006","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Guatemala","","","214000.0","3098016.45","352660.47"
"2006","07133200","Dried adzuki beans, shelled","Djibouti","","","1426180.0","3042552.47","346346.77"
"2006","07139000","Dried leguminous vegetables, shelled, nes","India","","","521954.0","3007173.93","342319.48"
"2006","05100090","--- OTHER AMBERGIS , CASTOREN ,CIVET AND MUSK;CANTHARIDES;BILE ...GLANDS","France","","","720.0","2983529.47","339627.93"
"2006","41022100","Pickled skins of sheep or lambs, without wool, not tanned","Japan","","","24175.0","2978258.4","339027.9"
"2006","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","New Zealand","","","113400.0","2969308.17","338009.06"
"2006","12079900","Other oil seeds and oleaginous fruits, nes","Israel","","","320260.12","2882091.09","328080.76"
"2006","41053000","TANNED/CRUST SKINS OF SHEEP/LAMPS..IN THE DRY STATE(CRUST)","Romania","","","15544.2","2881336.17","327994.83"
"2006","12074000","Sesamum seeds","Malaysia","","","475390.0","2857632.76","325296.57"
"2006","41041900","TANNED/CRUST HIDES&SKINS OF BOVINE...IN THE WET STATE...(EXCLUDING 410411","Italy","","","233903.0","2821926.92","321232.02"
"2006","15219090","--- OTHER BEESWAX , INSECT WAXES","Germany","","","73947.0","2812732.62","320185.39"
"2006","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Egypt","","","205000.0","2812079.79","320111.08"
"2006","14049000","Vegetable products, nes","Australia","","","9256.51","2764599.57","314706.2"
"2006","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Greece","","","201000.0","2724274.58","310115.84"
"2006","07133900","Dried beans, shelled, nes","United Arab Emirates","","","561860.0","2719939.01","309622.3"
"2006","07132000","Dried chickpeas, shelled","Djibouti","","","542611.0","2676437.66","304670.35"
"2006","41022900","Skins of sheep or lambs, without wool, not pickled, not tanned","China","","","31193.0","2653067.81","302010.06"
"2006","61099000","T-SHIRTS, SINGLETS, ETC, OF OTHER TEXTILES, NES, KNITTED OR CROCHETED","United States","133179.0","No.","70650.12","2598883.93","295842.08"
"2006","07133900","Dried beans, shelled, nes","Saudi Arabia","","","553000.0","2598283.96","295773.78"
"2006","41022100","Pickled skins of sheep or lambs, without wool, not tanned","China","","","3806.55","2597484.05","295682.73"
"2006","12079900","Other oil seeds and oleaginous fruits, nes","China","","","380000.0","2532776.6","288316.8"
"2006","74040000","Copper waste and scrap","Belgium","","","64000.0","2531001.6","288114.74"
"2006","41051000","TANNED/CRUST SKINS OF SHEEP/LAMPS ...IN THE WET STATE...(WET-BLUE)","Pakistan","","","54346.0","2528926.94","287878.58"
"2006","12071000","Palm nuts and kernels","Israel","","","379240.0","2527623.98","287730.26"
"2006","01041000","LIVE SHEEP","Jordan","7130.0","No.","181640.0","2521995.08","287089.49"
"2006","07102200","Shelled or unshelled beans, frozen","Italy","","","561338.5","2518676.37","286711.71"
"2006","41069100","OTHER TANNED/CRUST OF HIDES/SKINS IN THE WET STATE (WET-BLUE)","Hong Kong","","","291939.0","2502274.67","284844.64"
"2006","63041900","Bedspreads (excl. knitted or crocheted)","Germany","","","71015.17","2457753.44","279776.59"
"2006","01061900","OTHER MAMMALS OTHER THANS THOSE OF 0106.1100 AND 0106.1200","Djibouti","1413.0","No.","741050.0","2405901.06","273874.02"
"2006","06031000","Fresh cut flowers and buds","Norway","2502471.0","No.","75080.5","2401794.17","273406.51"
"2006","41053000","TANNED/CRUST SKINS OF SHEEP/LAMPS..IN THE DRY STATE(CRUST)","Malaysia","","","25481.0","2399299.4","273122.52"
"2006","07131000","Dried peas, shelled","United Arab Emirates","","","493912.0","2398595.74","273042.42"
"2006","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Yemen","","","127289.0","2394935.39","272625.75"
"2006","06031000","Fresh cut flowers and buds","Belgium","2335632.0","No.","114351.0","2380666.06","271001.41"
"2006","12059000","RAPE OR COLZA SEEDS, (EXCL LOW ERUCIC ACID RAPE OR COLZA );NES","United States","","","665680.0","2335502.8","265860.28"
"2006","41062100","TANNED/CRUST SKINS OF GOATS/KIDS ..IN THE WET STATE...(WET-BLUE)","Spain","","","53320.5","2328969.82","265116.6"
"2006","52081200","UNBLEACHED PLAIN COTTON WEAVE, WITH >=85% COTTON, >100G/M2 BUT < 200G/M2","Belgium","","","115041.0","2310752.05","263042.8"
"2006","52121400","Coloured woven fabrics of cotton, =<200g/m2, nes","Belgium","","","84369.0","2283849.57","259980.37"
"2006","09024000","BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG","Pakistan","","","185130.0","2277896.85","259302.75"
"2006","09101000","Ginger","Egypt","","","287580.0","2272882.05","258731.89"
"2006","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","China","","","108000.0","2259660.22","257226.79"
"2006","01021000","LIVE PURE-BRED BREEDING BOVINE ANIMALS","Egypt","800.0","No.","270000.0","2232216.79","254102.79"
"2006","22030000","BEER MADE FROM MALT","United States","388244.0","Lit.","266771.0","2222219.33","252964.74"
