"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)","Total tax (ETB)","Total tax (USD)"
"2016","01","1000 100","12074010","---STERALIZED","China","","","380760.0","380000.0","8193315.28","373387.440300412","0.0","0.0"
"2016","01","1000 100","19059020","---Fresh Injera","United States","","","166904.0","156863.04","8177243.85","372655.029804222","0.0","0.0"
"2016","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Canada","","","58320.0","57600.0","8086330.83","368511.92305589","0.0","0.0"
"2016","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Canada","4631725.0","UN","23542.0","15696.0","7995313.82","364364.077254001","0.0","0.0"
"2016","01","1000 100","12019000","-OTHER","South Africa","","","925848.0","924000.0","7811741.86","355998.29833388","0.0","0.0"
"2016","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","United Kingdom","","","12902.77","12589.23","7691268.39","350508.056710051","0.0","0.0"
"2016","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","India","","","512.68","457.54","7076610.92","322496.760727697","0.0","0.0"
"2016","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","France","5003600.0","UN","25320.0","18988.0","6778315.96","308902.801779139","0.0","0.0"
"2016","01","3052 505","85171200","-- Telephone for cellular networks or for other wireless networks","Nigeria","44800.0","UN","8022.26","7591.59","6731524.99","306770.434120821","0.0","0.0"
"2016","01","1000 100","41131000","LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..","China","","","22124.37","21412.57","6608929.78","301183.500127602","0.0","0.0"
"2016","01","1071 100","06031100","--Roses","United Kingdom","","","87072.0","76620.36","6386859.05","291063.247384155","0.0","0.0"
"2016","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of","","","54720.0","54000.0","6167814.34","281080.897043275","0.0","0.0"
"2016","01","1000 100","12079910","---STERALIZED NIGER SEED/NUG","United States","","","306612.0","306000.0","6097234.21","277864.404918152","0.0","0.0"
"2016","01","1000 101","63041900","--other","Italy","160893.0","M2","67943.0","66105.0","6050968.66","275755.981807576","0.0","0.0"
"2016","01","1000 100","19059020","---Fresh Injera","United Arab Emirates","","","171657.0","164100.0","5850560.11","266622.922363192","0.0","0.0"
"2016","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Viet Nam","","","116592.0","115200.0","5839992.55","266141.335356739","0.0","0.0"
"2016","01","3052 505","85171200","-- Telephone for cellular networks or for other wireless networks","Kenya","18000.0","UN","3472.67","3252.82","5772822.59","263080.25219658","0.0","0.0"
"2016","01","1000 100","07133100","Dried beans, shelled","Indonesia","","","235470.0","235000.0","5709484.23","260193.78349557","0.0","0.0"
"2016","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Greece","","","96240.0","96000.0","5635034.53","256800.94653469","0.0","0.0"
"2016","01","3052 505","54071000","- Woven fabrics of high tenacity yarn of nylon... or of polyesters","Kenya","429829.0","M","49055.0","47316.0","5476946.27","249596.516004958","0.0","0.0"
"2016","01","1000 100","07132000","Dried chickpeas, shelled","United Arab Emirates","","","312610.0","311986.0","5439669.7","247897.740530096","0.0","0.0"
"2016","01","1000 100","01022910","---OX","Somalia","416.0","UN","133120.0","133120.0","5422843.2","247130.919829378","0.0","0.0"
"2016","01","1071 100","06031100","--Roses","United Arab Emirates","","","73332.1","64533.12","5317671.8","242338.027270407","0.0","0.0"
"2016","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Saudi Arabia","","","109620.0","108000.0","5223957.48","238067.259105326","0.0","0.0"
"2016","01","1000 100","01061300","--CAMELS & OTHER CAMELIDS (CAMELIDAE)","Egypt","300.0","UN","120000.0","120000.0","5202250.8","237078.037843159","0.0","0.0"
"2016","01","1000 100","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Iraq","","","47910.0","47000.0","5195845.15","236786.118250756","0.0","0.0"
"2016","01","1000 100","04090000","Natural honey","Norway","","","66531.0","62640.0","5146656.78","234544.495789128","0.0","0.0"
"2016","01","1000 100","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","China","","","80320.0","80000.0","5053525.12","230300.28072478","0.0","0.0"
"2016","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","United States","","","412.87","371.45","5016995.78","228635.558168362","0.0","0.0"
"2016","01","3052 505","85171200","-- Telephone for cellular networks or for other wireless networks","Rwanda","33000.0","UN","5903.69","5581.39","4987112.42","227273.707572278","0.0","0.0"
"2016","01","1000 100","12079990","--OTHER","India","","","231462.0","231000.0","4931477.91","224738.320299683","0.0","0.0"
"2016","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Israel","","","77760.0","76800.0","4904521.66","223509.864559408","0.0","0.0"
"2016","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Portugal","","","441882.0","441000.0","4884278.67","222587.346877393","0.0","0.0"
"2016","01","1000 100","07133900","Dried beans, shelled, nes","Pakistan","","","505008.0","504000.0","4801547.73","218817.115552882","0.0","0.0"
"2016","01","1000 100","02042100","Fresh or chilled sheep carcasses and half carcasses (excl. lamb)","Saudi Arabia","","","40339.0","39685.65","4719791.43","215091.300721864","0.0","0.0"
"2016","01","3052 505","41139000","-OTHER","China","","","13714.0","13508.0","4681685.32","213354.721280397","0.0","0.0"
"2016","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","United Kingdom","","","320960.0","320000.0","4681476.32","213345.196689635","0.0","0.0"
"2016","01","3052 505","62034200","--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON","United States","63516.0","UN","18351.9","16245.65","4627017.71","210863.397772431","0.0","0.0"
"2016","01","1000 100","61091000","-T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED","Italy","113318.0","UN","19377.6","17091.6","4533736.07","206612.347788837","0.0","0.0"
"2016","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","New Zealand","","","37680.0","37200.0","4514057.11","205715.534197382","0.0","0.0"
"2016","01","1000 101","12074090","--OTHER","Turkey","","","190456.0","190000.0","4456026.3","203070.942250902","0.0","0.0"
"2016","01","1000 100","07129010","---Mixture of Vegetables","Viet Nam","","","7000.0","5950.0","4436662.12","202188.473878012","0.0","0.0"
"2016","01","1000 100","07132000","Dried chickpeas, shelled","Jordan","","","240960.0","240000.0","4426177.32","201710.658427212","0.0","0.0"
"2016","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Germany","","","408912.0","408000.0","4350042.3","198241.017718473","0.0","0.0"
"2016","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","France","","","77824.0","76800.0","4331853.25","197412.102610376","0.0","0.0"
"2016","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Philippines","","","4887.0","4720.0","4276646.36","194896.202923913","0.0","0.0"
"2016","01","1000 505","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Italy","","","11802.01","11539.0","4252444.64","193793.277188377","0.0","0.0"
"2016","01","1000 100","07020000","Tomatoes fresh or chilled","Djibouti","","","1087588.0","903640.5","4225614.18","192570.553975719","0.0","0.0"
"2016","01","1000 100","62042900","--WOMEN'S OR GIRLS' ENSEMBLES OF OTHER TEXTILES, NES","United States","7776.0","UN","4463.2","3797.4","4161819.07","189663.270170258","0.0","0.0"
"2016","01","1000 100","25231000","-Cement clinkers","Djibouti","","","2504860.0","2504860.0","4159978.31","189579.382678916","0.0","0.0"
"2016","01","3052 505","61051000","-MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHETED","Germany","87484.0","UN","13824.0","12719.0","4141780.77","188750.080662802","0.0","0.0"
"2016","01","1000 100","09024000","BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG","Pakistan","","","90638.0","89650.0","4117826.65","187658.438605126","0.0","0.0"
"2016","01","3052 505","61059000","-MEN'S OR BOYS' SHIRTS OF OTHER TEXTILES, NES, KNITTED OR CROCHETED","Germany","49254.0","UN","22740.0","21531.0","4074007.04","185661.482372671","0.0","0.0"
"2016","01","1000 100","07011000","Seed potatoes","Djibouti","","","871400.0","853972.0","4005366.56","182533.384374202","0.0","0.0"
