"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)","Total tax (ETB)","Total tax (USD)"
"2011","01","1000 100","71081300","Semi-manufactured gold (incl. gold plated with platinum), non-monetary","Switzerland","","","758.2","677.61","409641357.81","24005189.5321922","0.0","0.0"
"2011","01","1071 100","07099020","---Fresh chat","Somalia","","","3419818.0","2973295.59","250693233.2","14690749.5121508","0.0","0.0"
"2011","01","1000 100","12074000","Sesamum seeds","China","","","9976146.8","9956000.0","230175741.99","13488414.2112079","0.0","0.0"
"2011","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Germany","","","2713045.5","2684040.0","193921055.33","11363871.3443541","0.0","0.0"
"2011","01","1071 100","06031100","--Roses","Netherlands","81092290.0","","2825366.0","2587434.0","155036666.35","9085226.59935422","0.0","0.0"
"2011","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Germany","","","2208224.0","2181600.0","152564212.08","8940339.53600122","0.0","0.0"
"2011","01","1071 100","12074000","Sesamum seeds","China","","","5567613.0","5556500.0","126858474.42","7433970.3844779","0.0","0.0"
"2011","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Saudi Arabia","","","1371403.5","1349700.0","85839109.9","5030214.99938469","0.0","0.0"
"2011","01","1000 100","12074000","Sesamum seeds","Israel","","","3310104.0","3303492.0","77105411.67","4518415.89187035","0.0","0.0"
"2011","01","1071 100","01029010","---OX","Sudan","8297.0","UN","2348700.0","2348700.0","55631474.42","3260032.37208975","0.0","0.0"
"2011","01","1071 100","07099020","---Fresh chat","Djibouti","","","465904.0","434705.95","55587655.67","3257464.57130802","0.0","0.0"
"2011","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Belgium","","","690214.0","681600.0","51223850.93","3001743.41945654","0.0","0.0"
"2011","01","1000 100","02045000","Fresh, chilled or frozen goat meat","United Arab Emirates","","","693859.0","693254.0","47056006.95","2757505.66666862","0.0","0.0"
"2011","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","United States","","","697761.4","689040.0","46422597.16","2720387.53450105","0.0","0.0"
"2011","01","1000 101","26159000","Niobium, tantalum and vanadium ores and concentrates","Thailand","","","21157.0","20364.0","41924388.59","2456790.25063435","0.0","0.0"
"2011","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","France","","","679125.0","670800.0","41673051.9","2442061.79423019","0.0","0.0"
"2011","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Sweden","","","540067.5","533400.0","40692591.87","2384606.34350443","0.0","0.0"
"2011","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Italy","","","593147.0","585600.0","38639963.3","2264321.27725656","0.0","0.0"
"2011","01","1071 100","01029010","---OX","Somalia","5392.0","UN","1886500.0","1886500.0","37877537.55","2219642.74496475","0.0","0.0"
"2011","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Belgium","","","473805.0","469200.0","37818204.55","2216165.80133258","0.0","0.0"
"2011","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","France","","","466560.0","460800.0","31864778.27","1867292.0279876","0.0","0.0"
"2011","01","1071 100","01029010","---OX","Egypt","3420.0","UN","1214000.0","1213500.0","29865192.24","1750115.28125311","0.0","0.0"
"2011","01","1000 100","12079900","Other oil seeds and oleaginous fruits, nes","United States","","","2237793.8","2232753.0","25127561.3","1472487.72612469","0.0","0.0"
"2011","01","1071 100","01061910","---Camels","Egypt","2866.0","UN","1118000.0","1118000.0","22843928.51","1338665.69643768","0.0","0.0"
"2011","01","1000 100","07135000","Dried broad beans and horse beans, shelled","Sudan","","","2379642.5","2368400.0","22678888.69","1328994.28000492","0.0","0.0"
"2011","01","1000 100","02045000","Fresh, chilled or frozen goat meat","Saudi Arabia","","","311144.0","310064.0","21022813.97","1231947.46875128","0.0","0.0"
"2011","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Germany","17649350.0","UN","75630.0","67070.0","18862533.02","1105353.91890862","0.0","0.0"
"2011","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Saudi Arabia","","","274104.0","270000.0","17279180.22","1012568.64873101","0.0","0.0"
"2011","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Sweden","","","272160.0","268800.0","17159472.08","1005553.69153867","0.0","0.0"
"2011","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","United Kingdom","","","151242.0","151200.0","16621754.2","974043.153410256","0.0","0.0"
